duration_ms,query_start
30.022631000261754,1586710604.689753
108.92959500011057,1586715417.243519
30.17393699940294,1586716605.6854484
27.5621870001778,1586723812.94352
24.992255998775363,1586726812.653751
48.750996000133455,1586730405.2646928
31.918149000033736,1586735234.8605707
29.129879000596702,1586742413.1116235
24.997167999856174,1586749025.0043902
29.853538000024855,1586749570.7442656
36.46012100018561,1586750170.4445224
670.2199550000951,1586756221.1750433
28.73162700003013,1586757405.8145611
36.28923799935728,1586758610.500198
55.18160699959844,1586766412.7089062
49.132943000644445,1586767610.688468
48.898043000139296,1586768170.6589372
23.96039899997413,1586768770.6150093
38.533283999189734,1586769370.3526697
31.607826000079513,1586771213.1417582
40.168862000107765,1586774804.8940585
58.950740000233054,1586781418.214831
35.16307199932635,1586783825.1731064
24.618892999831587,1586786220.6712685
36.95820300001651,1586790413.2597733
58.69256700016558,1586790970.9151611
40.01403100043535,1586792812.6137981
50.16614199988544,1586793370.6625133
30.101541999727488,1586795213.1264343
26.722155999857932,1586805412.3776577
39.79696199949831,1586808412.9466398
58.13891000021249,1586813213.37276
26.882460999768227,1586821012.7185128
32.16629000008106,1586825800.6763122
27.581798000261188,1586828200.6563156
27.14012499898672,1586828770.8285995
47.80158899957314,1586830604.6227853
28.51531800068915,1586833614.0094736
42.3199100010097,1586835420.7914429
27.107792999595404,1586838416.727539
26.521072999574244,1586841412.709856
33.99383999966085,1586846817.3406
38.305234000086784,1586847370.8097334
98.58348599961028,1586852821.183486
27.67119500041008,1586854013.6114106
27.58643399970606,1586865417.5654964
122.46551600005478,1586866614.6064787
24.845147999934852,1586867170.4505758
27.378980999812484,1586869620.9191346
39.029858000576496,1586871416.5944808
28.358498000074178,1586872604.9117746
31.951460000127554,1586876205.719995
58.13325999956578,1586876770.8963718
42.96485800109804,1586878617.0390446
43.716112999711186,1586881014.3445644
26.752270000055432,1586885812.8744667
26.390510000288486,1586886370.8832545
52.95045300014317,1586892437.821535
27.017124000005424,1586894221.153996
26.1837349999696,1586894770.542601
29.218197000212967,1586895370.5206099
25.27682000026107,1586896613.856855
32.644907999783754,1586897170.936627
25.45147700048983,1586898401.3797443
28.484178001061082,1586900804.4404352
43.34773699985817,1586902612.8220613
34.60814899997786,1586903182.2848055
29.76240100013092,1586908612.7611473
33.90992100071162,1586910404.8684418
27.517792999744415,1586913412.876501
36.11496999952942,1586913970.4696972
29.979891000315547,1586915205.7396789
26.473041001707315,1586922401.631769
33.58515699952841,1586929621.2935302
37.53815700113773,1586945217.1598032
46.032456000335515,1586948804.6387088
25.344091000035405,1586951212.8792355
38.89329999964684,1586955412.8786542
43.13894500024617,1586958413.1056948
38.64429400116205,1586960217.0436888
57.74445700040087,1586960770.9252005
27.40528699941933,1586966196.379815
26.539770000148565,1586968012.8176315
39.66134599968791,1586970421.2292738
72.91419399995357,1586984226.2081525
37.33944799937308,1586984771.9442837
34.25218499964103,1586989613.4208467
54.78327500075102,1586991462.7936742
39.20500699989498,1586996822.2851424
29.75058399979025,1586999812.8425846
27.100230000913143,1587006417.7585838
57.30983800068498,1587006970.195458
31.866448000073433,1587007570.671467
56.32984299957752,1587013017.0436058
44.94038400053978,1587013570.6203098
30.73866300098598,1587014170.8073213
25.107245000079274,1587016617.6852007
48.1632359996438,1587019012.5780272
27.26943700015545,1587036408.8105397
50.12839000020176,1587037637.7455661
72.42765399999917,1587040012.8746307
50.329990001395345,1587041820.5515263
34.182905999943614,1587044814.4489012
59.168730000033975,1587046613.1316936
58.519000000320375,1587055622.0135949
25.9339890005067,1587061013.2657812
46.92318700067699,1587061570.5864906
37.85963900014758,1587065813.061643
32.62139999959618,1587067014.0507843
31.701388999819756,1587072413.1633716
32.806350000202656,1587082604.7677553
41.22183199971914,1587083170.5768812
26.87040000036359,1587092213.5477386
24.073811000213027,1587094605.9262586
36.3225660007447,1587097017.1177711
35.758307999931276,1587100600.660992
41.63880599942058,1587103621.1098676
24.97685300000012,1587110204.6122603
50.36104900017381,1587112618.522861
30.03665199968964,1587119221.0674217
45.28507100045681,1587124038.0372734
28.823129000142217,1587130612.8838606
25.184036001563072,1587132401.4202347
31.598824999760836,1587134825.4636898
46.79510399978608,1587142018.0937984
45.15419500041753,1587149213.062821
42.12433199957013,1587154625.4218805
31.628934000153095,1587159405.7750368
38.38264899980277,1587169613.0095725
36.74876300059259,1587176813.4885068
35.20493000000715,1587177370.6974354
35.51258799992502,1587182213.12915
29.591219999827445,1587183413.3591726
28.413672999944538,1587188793.4103227
26.42875500023365,1587192413.45857
37.4460680000484,1587200212.3307726
46.19742699991912,1587205621.3895211
23.504990998655558,1587214600.196789
