duration_ms,query_start
34977.20212299982,1586710569.712551
47335.11535800062,1586715369.9084036
35783.27448200062,1586716569.9021738
42952.81638200022,1586723769.9907036
42913.16619400121,1586726769.7405846
120020.0,1586729889.698
34817.0439179996,1586730370.447649
65028.41956999991,1586735169.8321512
120010.0,1586741290.019
43058.52727099974,1586742370.0530965
120020.0,1586748489.55
55407.43747100001,1586748969.596953
758.6781080001965,1586749569.9855874
700.2087610000744,1586750169.7443135
51328.42547499994,1586756169.846618
35547.223819999956,1586757370.267337
40872.493768000044,1586758569.6277041
43030.88261399977,1586766369.6780236
40780.86915099993,1586767569.907599
825.2581439996138,1586768169.833679
695.6638709995896,1586768769.9193454
833.571213000454,1586769369.5190983
43206.12783999974,1586771169.9356303
34847.2030290002,1586774770.0468552
48431.58497800026,1586781369.783246
55456.806109,1586783769.7163002
51151.72372200014,1586786169.5195446
43257.004104999825,1586790370.002769
741.0889779999852,1586790970.174072
42785.86894099973,1586792769.8279293
753.230727000162,1586793369.9092824
43261.330776000395,1586795169.8651035
42843.15055899997,1586805369.5345073
43225.59387500025,1586808369.721046
43220.32546499977,1586813170.1524346
43207.50504200021,1586820969.5110078
30861.108063000254,1586825769.8152041
30484.74914599955,1586828170.1715665
666.0827310010791,1586828770.1625166
34932.31105700042,1586830569.6904743
44074.19198099896,1586833569.9352818
51090.37648099847,1586835369.7010665
47048.663616999984,1586838369.6788754
42996.798159000464,1586841369.7130578
47497.73340599984,1586846769.8428667
646.4710780000314,1586847370.1632624
51200.607303000055,1586852769.982879
43925.21656399965,1586853969.6861942
47467.61714300001,1586865370.0978792
44997.132779999636,1586866569.6093462
631.2863469999284,1586867169.8192894
51153.189081000164,1586869569.7659457
47024.17561900057,1586871369.5703049
34792.99095400004,1586872570.1187837
35863.83209300041,1586876169.8561628
770.0213470002636,1586876770.1263506
47357.89080699906,1586878569.6811538
44290.54083500011,1586880970.0540237
43116.715700999834,1586885769.7577507
726.6583139989525,1586886370.1565962
68018.03950999957,1586892369.8034956
51376.808382000076,1586894169.7771876
758.3856899999082,1586894769.7842155
728.0862489999272,1586895369.7925234
44021.991267000325,1586896569.8348634
736.4376950003207,1586897170.200189
31631.920351000503,1586898369.747824
34503.719781998545,1586900769.9367151
43068.10088500008,1586902569.7539604
12649.80313200038,1586903169.6350021
43020.6479369998,1586908569.7404993
34751.852374999784,1586910370.1165895
43037.38972599991,1586913369.8391113
688.3158590001985,1586913969.7813814
35797.58467900008,1586915169.9420943
31891.71788999997,1586922369.7400513
51498.41906099953,1586929569.7951112
47207.16103200056,1586945169.9526424
34873.47529999912,1586948769.7652335
42912.73234199919,1586951169.9665031
43217.77577900048,1586955369.6608787
43115.471016000956,1586958369.9902236
47382.148959999904,1586960169.6615398
882.4032779997215,1586960770.042797
26365.43565100059,1586966170.0143795
42995.93138600001,1586967969.8217
51274.522989000194,1586970369.9547505
120100.0,1586974689.92
55856.07801199984,1586984170.3520744
781.4585990002379,1586984771.162825
43352.51514600031,1586989570.0683315
92609.33600400016,1586991370.1843383
52501.86073500011,1586996769.7832816
43040.89380799979,1586999769.8016908
48255.63784299977,1587006369.502946
765.4084569998085,1587006969.4300497
823.3781249998137,1587007569.848089
120100.0,1587011889.716
47213.86352999881,1587012969.8297422
672.2663099989295,1587013569.9480433
1113.4760469999164,1587014169.6938453
47128.130446000025,1587016570.55707
42920.299445999786,1587018969.6577277
120080.0,1587028690.007
39171.436205999926,1587036369.6391034
68012.898697,1587037569.7326674
43025.817080000415,1587039969.8488135
51035.426446000114,1587041769.5161
44142.952976999804,1587044770.3059483
43271.387683000416,1587046569.860306
52483.77636399958,1587055569.5298185
42946.201539999805,1587060970.3195798
721.952854000032,1587061569.864538
43348.5693540005,1587065769.7130735
44064.69750900008,1587066969.9860868
43013.99450800009,1587072370.1493769
34967.956922000274,1587082569.7997985
800.5875009996817,1587083169.7762938
43411.10712900013,1587092170.1366313
35880.309936000034,1587094570.0459485
47352.27351900004,1587096969.7654977
30765.45284199994,1587100569.8955393
51272.73382300045,1587103569.837134
34667.76151399966,1587110169.9444988
48269.89975600038,1587112570.2529614
51263.89348699991,1587119169.803528
68155.37724300008,1587123969.8818963
43056.63924599998,1587130569.8272214
31739.28415299952,1587132369.6809504
55589.92210300034,1587134769.8737676
48206.542015999556,1587141969.8872564
43273.635669999756,1587149169.7891853
55601.27472299989,1587154569.8206055
35791.98652100004,1587159369.9830503
120000.0,1587167889.541
43217.63455200009,1587169569.7919378
43025.348344999366,1587176770.4631586
888.0270310007036,1587177369.8094084
43256.21375899995,1587182169.872936
43625.18268899992,1587183369.73399
23411.838372000027,1587188769.9984844
43322.07194699999,1587192370.136498
42718.7670490006,1587200169.6120057
51477.57710399944,1587205569.9119442
30588.71257300116,1587214569.6080763
